name	kind	volume	chapter_code	chapter_title	label	source_path
Star-shaped sets are contractible	proposition	VIII	VIII/02	Homotopy Equivalence and Contractibility	prop:viii02-star-contract	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
Stereographic-type projection	theorem	VII	VII/31	Hyperbolic Plane Models	thm:vii31-hyp-disk-map	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex
Stokes	theorem	VII	VII/11	Stokes' Theorem	thm:vii11-stokes	books/vol07_differential_geometry/chapters/ch11_stokes_theorem/chapter.tex
Straight line in an unfolded strip	theorem	VII	VII/39	Graph and Exact Mesh Geodesics	thm:vii39-strip	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex
Strict comparison	proposition	VI	VI/02	The Zariski Topology	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex
Striction curve	definition	VII	VII/18	Ruled and Developable Surfaces	def:vii18-striction	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/chapter.tex
Strong deformation retract	definition	VIII	VIII/02	Homotopy Equivalence and Contractibility	def:viii02-strong	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
Structure sheaf of an affine spectrum	definition	VI	VI/17	The Structure Sheaf	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex
Subcomplex	definition	VIII	VIII/06	CW Complexes	def:viii06-subcomplex	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex
Subcomplex	definition	VIII	VIII/15	Simplicial Complexes	def:viii15-subcomplex	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex
Subcomplex closedness	proposition	VIII	VIII/06	CW Complexes	prop:viii06-subcomplex-closed	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex
Subdivision preserves realization	theorem	VIII	VIII/15	Simplicial Complexes	thm:viii15-subdivision-homeomorphism	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex
Subpresheaf	definition	VI	VI/12	Presheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex
Subspace criterion	theorem	I	I/02	Subspaces, Span and Linear Independence	thm:i02-01	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex
Sufficiency under $C^1$ hypotheses	theorem	IV	IV/02	Cauchy–Riemann Equations	thm:iv02-02	books/vol04_complex_analysis/chapters/ch02_cauchy_riemann_equations/chapter.tex
Sum of exponents	theorem	IV	IV/18	Schwarz–Christoffel Transformations	thm:iv18-02	books/vol04_complex_analysis/chapters/ch18_schwarz_christoffel_transformations/chapter.tex
Sum of sectional curvatures	proposition	VII	VII/27	Ricci and Scalar Curvature	prop:vii27-ricci-sectional	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex
Sum over sectional curvatures	proposition	VII	VII/27	Ricci and Scalar Curvature	prop:vii27-scalar-sectional	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex
Support	definition	VI	VI/13	Sheaves and Stalks	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex
Support	proposition	VI	VI/40	Cartier Divisors	prop:vi40-support-effective	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex
Support and effectivity	definition	VI	VI/39	Weil Divisors	def:vi39-support-effective	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex
Support in a short exact sequence	theorem	V	V/16	Support	thm:v16-02	books/vol05_commutative_algebra/chapters/ch16_support/chapter.tex
Support of a derivative	theorem	III	III/17	Support and Singular Distributions	thm:iii17-01	books/vol03_fourier_distributions_pde/chapters/ch17_support_and_singular_distributions/chapter.tex
Support of a finite module	theorem	V	V/16	Support	thm:v16-01	books/vol05_commutative_algebra/chapters/ch16_support/chapter.tex
Supremum approximation	theorem	II	II/01	The Real Number System and Completeness	thm:ii01-02	books/vol02_real_analysis/chapters/ch01_the_real_number_system_and_completeness/chapter.tex
Surface as a smooth manifold	corollary	VII	VII/14	Regular Surfaces	cor:vii14-surface-manifold	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex
Surface holonomy angle	proposition	VII	VII/25	Holonomy	prop:vii25-surface-angle	books/vol07_differential_geometry/chapters/ch25_holonomy/chapter.tex
Surjectivity	theorem	VIII	VIII/13	SU(2) to SO(3)	thm:viii13-surjective	books/vol08_algebraic_topology/chapters/ch13_su2_to_so3/chapter.tex
Suspension	definition	VIII	VIII/07	Mapping Cones	def:viii07-suspension	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex
Sylvester law of inertia	theorem	I	I/17	Quadratic Forms	thm:i17-02	books/vol01_linear_algebra/chapters/ch17_quadratic_forms/chapter.tex
Sylvester's law of inertia	theorem	VII	VII/29	Indefinite Metrics	thm:vii29-sylvester	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex
Symmetry	theorem	III	III/26	Sturm–Liouville Green Kernels	thm:iii26-02	books/vol03_fourier_distributions_pde/chapters/ch26_sturm_liouville_green_kernels/chapter.tex
Symmetry	corollary	VII	VII/22	The Levi–Civita Connection	cor:vii22-christoffel-symmetry	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex
Symmetry	proposition	VII	VII/27	Ricci and Scalar Curvature	prop:vii27-ricci-symmetric	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex
Symmetry for self-adjoint problems	theorem	III	III/25	Green Functions	thm:iii25-02	books/vol03_fourier_distributions_pde/chapters/ch25_green_functions/chapter.tex
Symmetry of mixed partials	theorem	II	II/08	Differentiability in Several Variables	thm:ii08-03	books/vol02_real_analysis/chapters/ch08_differentiability_in_several_variables/chapter.tex
Symmetry of the Hessian	proposition	VII	VII/22	The Levi–Civita Connection	prop:vii22-hessian-symmetric	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex
Syzygies over Noetherian rings are finite	theorem	V	V/24	Syzygies	thm:v24-01	books/vol05_commutative_algebra/chapters/ch24_syzygies/chapter.tex
Tangent and flex	definition	VI	VI/43	Plane Cubics	def:vi43-flex	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex
Tangent cone on the exceptional divisor	proposition	VI	VI/45	Blow-Ups	prop:vi45-tangent-cone	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex
Tangent developable	definition	VII	VII/18	Ruled and Developable Surfaces	def:vii18-tangent-developable	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/chapter.tex
Tangent inclusion	theorem	VII	VII/06	Submanifolds and Products	thm:vii06-tangent-inclusion	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex
Tangent plane	definition	VII	VII/14	Regular Surfaces	def:vii14-tangent-plane	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex
Tangent space	definition	VII	VII/04	Tangent Spaces	def:vii04-tangent-space	books/vol07_differential_geometry/chapters/ch04_tangent_spaces/chapter.tex
Tangent space from the Jacobian	proposition	VI	VI/32	Tangent Spaces and Local Geometry	prop:vi32-jacobian-tangent	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex
Tangent splitting	theorem	VII	VII/06	Submanifolds and Products	thm:vii06-tangent-product	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex
Tangent-plane equation	proposition	VII	VII/14	Regular Surfaces	prop:vii14-plane-equation	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex
Tangent-space interpretation	theorem	VII	VII/10	Orientation and Integration	thm:vii10-tangent-orientation	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex
Tensor and Hom bundles	proposition	VII	VII/07	Vector Bundles	prop:vii07-tensor-hom	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex
Tensor description of localization	theorem	V	V/07	Localization of Modules	thm:v07-01	books/vol05_commutative_algebra/chapters/ch07_localization_of_modules/chapter.tex
Tensor law for divisor line bundles	proposition	VI	VI/42	Line Bundles and Picard Groups	prop:vi42-divisor-tensor	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex
Tensorial transformation	theorem	VII	VII/15	First and Second Fundamental Forms	thm:vii15-transform	books/vol07_differential_geometry/chapters/ch15_first_and_second_fundamental_forms/chapter.tex
Tensoriality	theorem	VII	VII/26	The Riemann Curvature Tensor	thm:vii26-tensoriality	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex
Termwise differentiation	theorem	IV	IV/03	Power Series and Analytic Functions	thm:iv03-02	books/vol04_complex_analysis/chapters/ch03_power_series_and_analytic_functions/chapter.tex
Termwise differentiation of a function series	theorem	II	II/13	Infinite Series of Functions	thm:ii13-04	books/vol02_real_analysis/chapters/ch13_infinite_series_of_functions/chapter.tex
Termwise integration	theorem	II	II/12	Interchanging Limits, Derivatives and Integrals	thm:ii12-03	books/vol02_real_analysis/chapters/ch12_interchanging_limits_derivatives_and_integrals/chapter.tex
Test-function convergence	theorem	III	III/15	Test-Function Spaces	thm:iii15-03	books/vol03_fourier_distributions_pde/chapters/ch15_test_function_spaces/chapter.tex
The $\PP^1$ recurrence in degrees zero and one	proposition	VI	VI/48	Exact Sequences and Cohomology	prop:vi48-p1-recurrence	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
The \v{C}ech boundary agrees with the cohomological boundary	theorem	VI	VI/48	Exact Sequences and Cohomology	thm:vi48-cech-boundary	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
The affine module sheaf	theorem	VI	VI/33	Graded Rings	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex
The alternating differential satisfies $\delta^2=0$	proposition	VI	VI/47	Čech Cohomology	prop:vi47-delta-square	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex
The associated presheaf is a sheaf	theorem	VI	VI/14	Sheafification	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex
The basic divisor exact sequence	proposition	VI	VI/48	Exact Sequences and Cohomology	prop:vi48-divisor-sequence	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
The connecting homomorphism in degree zero	definition	VI	VI/48	Exact Sequences and Cohomology	def:vi48-connecting	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
The discontinuous-section sheaf	definition	VI	VI/46	Flabby Sheaves	def:vi46-godement-zero	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex
The divisor sequence produces restriction obstructions	corollary	VI	VI/48	Exact Sequences and Cohomology	cor:vi48-divisor-les	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
The first Godement term is flabby	proposition	VI	VI/46	Flabby Sheaves	prop:vi46-godement-flabby	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex
The first obstruction from a flabby embedding	corollary	VI	VI/48	Exact Sequences and Cohomology	cor:vi48-dimension-shift-h1	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
The germ images form a basis	proposition	VI	VI/14	Sheafification	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex
The long exact sequence in sheaf cohomology	theorem	VI	VI/48	Exact Sequences and Cohomology	thm:vi48-long-exact	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
The net of conics through three points	proposition	VI	VI/44	Cremona Transformations	prop:vi44-conics-linear-system	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex
The reconstructed map lands in \(Y\)	proposition	VI	VI/04	Morphisms of Affine Algebraic Sets	prop:vi04-reconstruction-lands	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex
The sequence attached to an effective Cartier divisor	definition	VI	VI/48	Exact Sequences and Cohomology	def:vi48-effective-cartier	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
The standard cover of $\PP^1$	definition	VI	VI/47	Čech Cohomology	def:vi47-p1-cover	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex
The three-open complex	proposition	VI	VI/47	Čech Cohomology	prop:vi47-three-open	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex
The two affine charts	proposition	VI	VI/45	Blow-Ups	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex
The two-chart complex for $\mathcal O(n)$	proposition	VI	VI/47	Čech Cohomology	prop:vi47-on-complex	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex
The two-open complex	proposition	VI	VI/47	Čech Cohomology	prop:vi47-two-open	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex
The zero ideal	corollary	VI	VI/06	Prime Ideals as Geometric Points	cor:vi06-zero-prime	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/chapter.tex
The Čech cochain complex	definition	VI	VI/46	Flabby Sheaves	def:vi46-cech	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex
Third isomorphism theorem	theorem	V	V/01	Rings, Ideals and Quotients	thm:v01-03	books/vol05_commutative_algebra/chapters/ch01_rings_ideals_and_quotients/chapter.tex
Thom class	definition	VIII	VIII/31	Thom Classes	def:viii31-thom-class	books/vol08_algebraic_topology/chapters/ch31_thom_classes/chapter.tex
Thom isomorphism	theorem	VIII	VIII/31	Thom Classes	thm:viii31-thom-isomorphism	books/vol08_algebraic_topology/chapters/ch31_thom_classes/chapter.tex
Thom space	definition	VIII	VIII/31	Thom Classes	def:viii31-thom-space	books/vol08_algebraic_topology/chapters/ch31_thom_classes/chapter.tex
Three cases	theorem	VII	VII/34	Hyperbolic Isometries	thm:vii34-tau-cases	books/vol07_differential_geometry/chapters/ch34_hyperbolic_isometries/chapter.tex
Three collinear points sum to zero	corollary	VI	VI/43	Plane Cubics	cor:vi43-collinear-zero	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex
Three-point theorem	theorem	IV	IV/16	Möbius Transformations	thm:iv16-01	books/vol04_complex_analysis/chapters/ch16_m_bius_transformations/chapter.tex
Three-sphere model	proposition	VIII	VIII/13	SU(2) to SO(3)	prop:viii13-s3	books/vol08_algebraic_topology/chapters/ch13_su2_to_so3/chapter.tex
Time orientation	definition	VII	VII/30	Riemannian versus Lorentzian Geometry	def:vii30-time-orientation	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex
Timelike, null, spacelike	definition	VII	VII/29	Indefinite Metrics	def:vii29-causal	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex
Tonelli theorem	theorem	III	III/05	Product Measures and Fubini Theory	thm:iii05-01	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex
Top exterior power criterion	proposition	VII	VII/10	Orientation and Integration	prop:vii10-top-wedge	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex
Top-degree local form	proposition	VII	VII/09	Differential Forms	prop:vii09-top-form	books/vol07_differential_geometry/chapters/ch09_differential_forms/chapter.tex
Topological chart	definition	VII	VII/01	Topological Manifolds	def:vii01-chart	books/vol07_differential_geometry/chapters/ch01_topological_manifolds/chapter.tex
Topological invariance under reduction	theorem	VI	VI/10	Reduced and Nonreduced Geometry	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/chapter.tex
Topological manifold	definition	VII	VII/01	Topological Manifolds	def:vii01-topological-manifold	books/vol07_differential_geometry/chapters/ch01_topological_manifolds/chapter.tex
